Loc. X,Loc. Y,Loc. Z,focal length
[m],[m],[m],[m]
-239.680159,528.702968,0,583.795689424198
281.708679,507.556526,0,583.795689354687
-281.708679,507.556526,0,583.795689354687
324.319213,427.888751,0,540.477321590166
-324.319213,427.888751,0,540.477321590166
328.410988,205.551021,0,392.363351083251
-328.410988,205.551021,0,392.363351083251
180.160853,181.555932,0,263.181476168206
-180.160853,181.555932,0,263.181476168206
335.248841,251.456607,0,423.634524792062
-335.248841,251.456607,0,423.634524792062
-340.605485,303.488608,0,460.392692815452
340.605485,303.488608,0,460.392692815452
288.602443,452.747573,0,540.477321414098
-288.602443,452.747573,0,540.477321414098
306.71278,440.680162,0,540.477321074321
-306.71278,440.680162,0,540.477321074321
321.331716,374.319702,0,497.205501792643
-321.331716,374.319702,0,497.205501792643
59.685608,10.728319,0,86.7264010027825
-59.685608,10.728319,0,86.7264010027825
220.290305,84.9261,0,244.098875331705
-220.290305,84.9261,0,244.098875331705
244.770057,258.21983,0,361.156283911844
-244.770057,258.21983,0,361.156283911844
89.489469,485.14013,0,497.205501576882
-89.489469,485.14013,0,497.205501576882
110.708358,30.316472,0,130.458533663318
-110.708358,30.316472,0,130.458533663318
59.421518,248.77615,0,263.181476571294
-59.421518,248.77615,0,263.181476571294
218.057798,537.981601,0,583.795688818556
-218.057798,537.981601,0,583.795688818556
105.302054,570.86328,0,583.795689457345
-105.302054,570.86328,0,583.795689457345
127.094746,332.320308,0,361.156284134749
-127.094746,332.320308,0,361.156284134749
196.077187,546.376376,0,583.795689871659
-196.077187,546.376376,0,583.795689871659
82.08155,574.661662,0,583.795689109645
-82.08155,574.661662,0,583.795689109645
214.264145,284.043549,0,361.156284122395
-214.264145,284.043549,0,361.156284122395
58.726192,577.515923,0,583.795689385733
-58.726192,577.515923,0,583.795689385733
-35.274353,579.421373,0,583.795689834015
35.274353,579.421373,0,583.795689834015
-11.76456,580.374881,0,583.795689747499
11.76456,580.374881,0,583.795689747499
173.774436,553.873498,0,583.795688913402
-173.774436,553.873498,0,583.795688913402
286.048247,162.15693,0,334.607934094214
-286.048247,162.15693,0,334.607934094214
323.021491,322.140572,0,460.392693009294
-323.021491,322.140572,0,460.392693009294
268.191159,138.479329,0,308.134747028071
-268.191159,138.479329,0,308.134747028071
270.017956,464.071156,0,540.477320887375
-270.017956,464.071156,0,540.477320887375
320.595827,269.889841,0,423.634524755501
-320.595827,269.889841,0,423.634524755501
151.186189,560.460653,0,583.795689694203
-151.186189,560.460653,0,583.795689694203
316.347185,223.672656,0,392.363350097226
-316.347185,223.672656,0,392.363350097226
128.349555,566.127016,0,583.795689016082
-128.349555,566.127016,0,583.795689016082
221.729627,440.687285,0,497.205501427961
-221.729627,440.687285,0,497.205501427961
252.536807,118.137934,0,285.614093383964
-252.536807,118.137934,0,285.614093383964
250.989852,474.632309,0,540.477321035447
-250.989852,474.632309,0,540.477321035447
231.549393,484.41368,0,540.477321235416
-231.549393,484.41368,0,540.477321235416
303.284575,241.088086,0,392.363350281437
-303.284575,241.088086,0,392.363350281437
304.417615,339.775436,0,460.39269241733
-304.417615,339.775436,0,460.39269241733
273.550854,410.535311,0,497.20550208339
-273.550854,410.535311,0,497.20550208339
150.311833,515.439703,0,540.477321049226
-150.311833,515.439703,0,540.477321049226
211.728517,493.399199,0,540.477320971806
-211.728517,493.399199,0,540.477320971806
103.79794,49.00425,0,130.45853312952
-103.79794,49.00425,0,130.45853312952
128.483457,476.299603,0,497.205501317743
-128.483457,476.299603,0,497.205501317743
304.930591,287.470947,0,423.634524911139
-304.930591,287.470947,0,423.634524911139
98.353395,21.341253,0,118.206765405522
-98.353395,21.341253,0,118.206765405522
191.559788,501.574105,0,540.477321619655
-191.559788,501.574105,0,540.477321619655
136.347797,37.337598,0,154.365857530617
-136.347797,37.337598,0,154.365857530617
171.076343,508.924965,0,540.477321572797
-171.076343,508.924965,0,540.477321572797
86.675033,529.867128,0,540.477321152812
-86.675033,529.867128,0,540.477321152812
284.852597,356.337522,0,460.392692820754
-284.852597,356.337522,0,460.392692820754
65.596493,94.194103,0,130.458533388482
-65.596493,94.194103,0,130.458533388482
65.131182,532.944335,0,540.477321519885
-65.131182,532.944335,0,540.477321519885
129.300373,521.107617,0,540.477321405217
-129.300373,521.107617,0,540.477321405217
284.627611,213.487668,0,361.156283804734
-284.627611,213.487668,0,361.156283804734
186.207651,71.786589,0,208.975126872058
-186.207651,71.786589,0,208.975126872058
108.076483,525.919394,0,540.477321599137
-108.076483,525.919394,0,540.477321599137
272.514754,183.995051,0,334.607934664098
-272.514754,183.995051,0,334.607934664098
288.302592,304.144416,0,423.634524487676
-288.302592,304.144416,0,423.634524487676
272.187143,229.137558,0,361.1562837619
-272.187143,229.137558,0,361.1562837619
264.388209,371.774537,0,460.392692622062
-264.388209,371.774537,0,460.392692622062
256.560793,158.995541,0,308.134747412024
-256.560793,158.995541,0,308.134747412024
43.480327,535.145958,0,540.47732163317
-43.480327,535.145958,0,540.47732163317
21.758037,536.46838,0,540.47732136873
-21.758037,536.46838,0,540.47732136873
0,536.909429,0,540.477321401283
217.410638,134.733455,0,263.181476194287
-217.410638,134.733455,0,263.181476194287
203.688812,449.310782,0,497.205501734869
-203.688812,449.310782,0,497.205501734869
197.371292,88.765154,0,225.119256107497
-197.371292,88.765154,0,225.119256107497
289.264399,257.742325,0,392.363350257433
-289.264399,257.742325,0,392.363350257433
78.808223,17.100235,0,101.720961701475
-78.808223,17.100235,0,101.720961701475
270.764331,319.857606,0,423.6345253375
-270.764331,319.857606,0,423.6345253375
242.542371,137.49403,0,285.614092817463
-242.542371,137.49403,0,285.614092817463
147.679761,470.701603,0,497.205501654785
-147.679761,470.701603,0,497.205501654785
209.706535,108.459348,0,244.0988754384
-209.706535,108.459348,0,244.0988754384
221.02241,399.082104,0,460.392692660597
-221.02241,399.082104,0,460.392692660597
144.261728,53.345494,0,165.834821119239
-144.261728,53.345494,0,165.834821119239
252.371181,334.560903,0,423.634525051382
-252.371181,334.560903,0,423.634525051382
89.02034,344.478215,0,361.15628409776
-89.02034,344.478215,0,361.15628409776
198.257917,410.866438,0,460.392692739564
-198.257917,410.866438,0,460.392692739564
274.330924,273.58279,0,392.363350539876
-274.330924,273.58279,0,392.363350539876
243.089064,386.037742,0,460.392692475516
-243.089064,386.037742,0,460.392692475516
257.317568,204.709889,0,334.607933940346
-257.317568,204.709889,0,334.607933940346
9.997946,493.22343,0,497.205501603898
-9.997946,493.22343,0,497.205501603898
9.985057,182.445829,0,192.951242242154
-9.985057,182.445829,0,192.951242242154
231.067224,156.01073,0,285.61409258333
-231.067224,156.01073,0,285.61409258333
258.531299,288.559467,0,392.363350171689
-258.531299,288.559467,0,392.363350171689
174.867462,421.353536,0,460.392692780875
-174.867462,421.353536,0,460.392692780875
243.364133,178.541091,0,308.134747158304
-243.364133,178.541091,0,308.134747158304
233.181215,348.207886,0,423.634525152832
-233.181215,348.207886,0,423.634525152832
150.924895,430.510287,0,460.392692322091
-150.924895,430.510287,0,460.392692322091
69.755851,488.368132,0,497.205501882173
-69.755851,488.368132,0,497.205501882173
241.915409,302.625071,0,392.363350364674
-241.915409,302.625071,0,392.363350364674
213.255023,360.755466,0,423.634525367808
-213.255023,360.755466,0,423.634525367808
149.701185,207.388632,0,263.181476310997
-149.701185,207.388632,0,263.181476310997
51.166496,453.32044,0,460.392692855471
-51.166496,453.32044,0,460.392692855471
192.655517,372.164027,0,423.634525532792
-192.655517,372.164027,0,423.634525532792
240.549469,224.174982,0,334.607934142157
-240.549469,224.174982,0,334.607934142157
25.623699,455.478713,0,460.392693194168
-25.623699,455.478713,0,460.392693194168
0,456.198895,0,460.392693034133
133.608486,124.639297,0,192.951242255308
-133.608486,124.639297,0,192.951242255308
177.261369,91.678844,0,208.97512621585
-177.261369,91.678844,0,208.97512621585
152.158878,71.836028,0,179.323002074568
-152.158878,71.836028,0,179.323002074568
186.505449,109.774301,0,225.119256543571
-186.505449,109.774301,0,225.119256543571
228.681745,196.996655,0,308.134747435978
-228.681745,196.996655,0,308.134747435978
229.880003,271.56039,0,361.156283617262
-229.880003,271.56039,0,361.156283617262
126.50581,438.307782,0,460.392692954086
-126.50581,438.307782,0,460.392692954086
149.69864,391.423719,0,423.634524813123
-149.69864,391.423719,0,423.634524813123
120.923706,44.715497,0,143.059492326554
-120.923706,44.715497,0,143.059492326554
196.617772,130.697026,0,244.09887519505
187.70665,338.926559,0,392.363350543604
-187.70665,338.926559,0,392.363350543604
-196.617772,130.697026,0,244.09887519505
101.687307,444.721399,0,460.392692311063
-101.687307,444.721399,0,460.392692311063
181.05437,306.282838,0,361.156284383134
-181.05437,306.282838,0,361.156284383134
224.535716,315.735191,0,392.363350219461
-224.535716,315.735191,0,392.363350219461
49.822559,352.289049,0,361.156283941776
-49.822559,352.289049,0,361.156283941776
127.476899,399.214042,0,423.634525397345
-127.476899,399.214042,0,423.634525397345
9.962265,114.351136,0,130.458533750846
-9.962265,114.351136,0,130.458533750846
76.547744,449.730891,0,460.392692634389
-76.547744,449.730891,0,460.392692634389
206.227736,151.296432,0,263.181476231927
-206.227736,151.296432,0,263.181476231927
218.181421,173.574991,0,285.614092737437
-218.181421,173.574991,0,285.614092737437
222.312825,242.271496,0,334.607934654214
-222.312825,242.271496,0,334.607934654214
104.852673,405.743919,0,423.634525081141
-104.852673,405.743919,0,423.634525081141
81.897393,410.992734,0,423.634524538536
-81.897393,410.992734,0,423.634524538536
206.447092,327.848436,0,392.363350458351
-206.447092,327.848436,0,392.363350458351
58.683538,414.943916,0,423.634525337127
-58.683538,414.943916,0,423.634525337127
171.447736,382.397548,0,423.634525146308
-171.447736,382.397548,0,423.634525146308
-35.2844,417.584988,0,423.634525371009
35.2844,417.584988,0,423.634525371009
212.603264,214.249561,0,308.134746908145
-212.603264,214.249561,0,308.134746908145
11.773858,418.907612,0,423.634525415182
-11.773858,418.907612,0,423.634525415182
157.46757,92.683043,0,192.951242705106
-157.46757,92.683043,0,192.951242705106
202.71897,258.888951,0,334.60793437655
-202.71897,258.888951,0,334.60793437655
115.591417,228.164664,0,263.181476518202
-115.591417,228.164664,0,263.181476518202
168.373558,348.934584,0,392.363350664703
-168.373558,348.934584,0,392.363350664703
107.436987,372.239563,0,392.363350018919
-107.436987,372.239563,0,392.363350018919
173.411756,129.47217,0,225.119257113896
-173.411756,129.47217,0,225.119257113896
166.197661,110.475974,0,208.97512615888
-166.197661,110.475974,0,208.97512615888
19.969475,254.993548,0,263.18147627332
-19.969475,254.993548,0,263.18147627332
128.175267,365.617422,0,392.363349894517
-128.175267,365.617422,0,392.363349894517
195.226848,230.194483,0,308.134746797002
-195.226848,230.194483,0,308.134746797002
85.542159,29.975586,0,109.818016383582
-85.542159,29.975586,0,109.818016383582
181.180366,151.373498,0,244.09887529575
-181.180366,151.373498,0,244.09887529575
163.565306,315.968752,0,361.156284130999
-163.565306,315.968752,0,361.156284130999
132.863466,77.488627,0,165.834821168168
-132.863466,77.488627,0,165.834821168168
181.887523,273.9259,0,334.607934325959
-181.887523,273.9259,0,334.607934325959
148.508857,357.840912,0,392.363350618324
-148.508857,357.840912,0,392.363350618324
203.963629,190.079584,0,285.614093154492
-203.963629,190.079584,0,285.614093154492
127.836966,60.353362,0,154.365858209606
-127.836966,60.353362,0,154.365858209606
176.65858,244.734077,0,308.134747038789
-176.65858,244.734077,0,308.134747038789
188.500647,205.423748,0,285.614093072779
-188.500647,205.423748,0,285.614093072779
171.886876,219.513808,0,285.614092866056
-171.886876,219.513808,0,285.614092866056
-159.945661,287.290542,0,334.607934746594
159.945661,287.290542,0,334.607934746594
108.228399,338.934323,0,361.15628425596
-108.228399,338.934323,0,361.15628425596
86.359495,377.686426,0,392.363350430833
-86.359495,377.686426,0,392.363350430833
137.444122,97.066227,0,179.323002139621
-137.444122,97.066227,0,179.323002139621
65.009338,381.940813,0,392.363350304662
-65.009338,381.940813,0,392.363350304662
158.24662,147.623464,0,225.119256983457
-158.24662,147.623464,0,225.119256983457
137.027336,298.901286,0,334.607934131441
-137.027336,298.901286,0,334.607934131441
43.453927,384.989292,0,392.363350386326
-43.453927,384.989292,0,392.363350386326
163.57872,170.241779,0,244.098875363905
-163.57872,170.241779,0,244.098875363905
157.011819,257.779578,0,308.134746725433
-157.011819,257.779578,0,308.134746725433
21.761317,386.822238,0,392.363350389538
-21.761317,386.822238,0,392.363350389538
0,387.433864,0,392.363350701834
165.436009,195.067723,0,263.181476609302
-165.436009,195.067723,0,263.181476609302
113.272465,308.68725,0,334.607934215163
-113.272465,308.68725,0,334.607934215163
29.956597,354.53133,0,361.156284252938
-29.956597,354.53133,0,361.156284252938
136.406506,269.251346,0,308.134746826676
-136.406506,269.251346,0,308.134746826676
88.82607,316.58869,0,334.607933778566
-88.82607,316.58869,0,334.607933778566
138.270312,143.902482,0,208.975126525474
-138.270312,143.902482,0,208.975126525474
63.837396,322.55737,0,334.607934857166
-63.837396,322.55737,0,334.607934857166
153.148684,127.953445,0,208.975126506242
-153.148684,127.953445,0,208.975126506242
141.191193,164.011362,0,225.119256941423
-141.191193,164.011362,0,225.119256941423
116.186466,253.440555,0,285.614092439917
-116.186466,253.440555,0,285.614092439917
114.968438,279.079345,0,308.134747378138
-114.968438,279.079345,0,308.134747378138
144.023089,187.076484,0,244.098875521589
43.461313,16.533732,0,77.5000001389148
-144.023089,187.076484,0,244.098875521589
-43.461313,16.533732,0,77.5000001389148
38.458997,326.556849,0,334.607934871627
-38.458997,326.556849,0,334.607934871627
12.845807,328.562711,0,334.607934480267
-12.845807,328.562711,0,334.607934480267
117.461914,99.296962,0,165.834821141318
-117.461914,99.296962,0,165.834821141318
92.828491,287.203575,0,308.13474687889
-92.828491,287.203575,0,308.13474687889
111.369404,64.952861,0,143.059492168121
-111.369404,64.952861,0,143.059492168121
154.223742,232.263745,0,285.614092505793
-154.223742,232.263745,0,285.614092505793
70.12183,293.574439,0,308.134746948009
-70.12183,293.574439,0,308.134746948009
118.588057,119.371737,0,179.323001473409
-118.588057,119.371737,0,179.323001473409
46.987078,298.153043,0,308.134747390063
-46.987078,298.153043,0,308.134747390063
-122.449204,178.440108,0,225.119256624762
122.74707,201.676518,0,244.098875675799
-122.74707,201.676518,0,244.098875675799
122.449204,178.440108,0,225.119256624762
-23.565472,300.911434,0,308.13474744423
23.565472,300.911434,0,308.13474744423
0,301.832772,0,308.134746909861
32.60966,276.889906,0,285.614092737043
-32.60966,276.889906,0,285.614092737043
135.619079,243.595721,0,285.614092576536
-135.619079,243.595721,0,285.614092576536
90.16174,44.718007,0,118.206765922597
-90.16174,44.718007,0,118.206765922597
84.532365,180.778546,0,208.975126334134
-84.532365,180.778546,0,208.975126334134
100.004809,213.867481,0,244.098875975314
-100.004809,213.867481,0,244.098875975314
119.208496,138.475689,0,192.951242448984
-119.208496,138.475689,0,192.951242448984
102.244533,190.737346,0,225.119256589728
-102.244533,190.737346,0,225.119256589728
97.424712,236.492949,0,263.181476238354
-97.424712,236.492949,0,263.181476238354
68.235525,169.499543,0,192.951242414332
-68.235525,169.499543,0,192.951242414332
96.04454,261.738145,0,285.614093160426
-96.04454,261.738145,0,285.614093160426
-98.521135,118.113394,0,165.834821083774
98.521135,118.113394,0,165.834821083774
115.474297,81.550627,0,154.365857726822
-115.474297,81.550627,0,154.365857726822
76.067968,223.503748,0,244.098875715757
-76.067968,223.503748,0,244.098875715757
96.158833,138.080476,0,179.323001916398
-96.158833,138.080476,0,179.323001916398
80.818528,200.756184,0,225.119257022425
-80.818528,200.756184,0,225.119257022425
121.740269,158.132572,0,208.97512632734
-121.740269,158.132572,0,208.97512632734
54.128188,273.498719,0,285.614092843481
-54.128188,273.498719,0,285.614092843481
39.817038,252.656077,0,263.181476856034
-39.817038,252.656077,0,263.181476856034
51.222478,230.470212,0,244.098875195658
-51.222478,230.470212,0,244.098875195658
25.765124,234.683658,0,244.098875349716
-25.765124,234.683658,0,244.098875349716
58.427127,208.376943,0,225.11925626987
-58.427127,208.376943,0,225.11925626987
0,236.093755,0,244.098875765539
55.616018,24.172859,0,86.7264006540696
-55.616018,24.172859,0,86.7264006540696
75.316266,268.437833,0,285.614092981979
-75.316266,268.437833,0,285.614092981979
35.337801,213.508594,0,225.119257042512
-35.337801,213.508594,0,225.119257042512
48.319513,104.118459,0,130.458533032883
-48.319513,104.118459,0,130.458533032883
72.244445,35.831469,0,101.720961478232
-72.244445,35.831469,0,101.720961478232
93.760002,66.215488,0,130.458532975494
-93.760002,66.215488,0,130.458532975494
76.611829,133.370969,0,165.834820573739
-76.611829,133.370969,0,165.834820573739
11.826356,216.089835,0,225.119256143418
-11.826356,216.089835,0,225.119256143418
70.832262,152.628732,0,179.323002350408
-70.832262,152.628732,0,179.323002350408
98.459447,83.23314,0,143.059492162545
-98.459447,83.23314,0,143.059492162545
10.892052,278.590691,0,285.614092629597
-10.892052,278.590691,0,285.614092629597
103.756012,170.473733,0,208.975126914902
-103.756012,170.473733,0,208.975126914902
86.325618,161.040584,0,192.951242592897
-86.325618,161.040584,0,192.951242592897
80.896996,81.431597,0,130.458533457166
-80.896996,81.431597,0,130.458533457166
43.371453,162.578154,0,179.323002131291
-43.371453,162.578154,0,179.323002131291
52.394144,144.609963,0,165.834820602774
-52.394144,144.609963,0,165.834820602774
75.629572,49.961631,0,109.818016432111
-75.629572,49.961631,0,109.818016432111
29.835898,180.266473,0,192.951242798087
-29.835898,180.266473,0,192.951242798087
21.778822,198.374107,0,208.975126308743
-21.778822,198.374107,0,208.975126308743
14.603826,167.628957,0,179.323001755899
-14.603826,167.628957,0,179.323001755899
26.597779,151.491736,0,165.834821204796
-26.597779,151.491736,0,165.834821204796
0,153.808933,0,165.834821043707
99.63229,100.290702,0,154.365858007193
-99.63229,100.290702,0,154.365858007193
64.29896,188.923919,0,208.975126336605
-64.29896,188.923919,0,208.975126336605
43.29749,194.812553,0,208.97512638273
-43.29749,194.812553,0,208.97512638273
82.582823,99.005534,0,143.059492580096
-82.582823,99.005534,0,143.059492580096
0,199.566038,0,208.975126565382
76.508347,65.385873,0,118.206766086568
-76.508347,65.385873,0,118.206766086568
80.788276,116.008933,0,154.365857866468
-80.788276,116.008933,0,154.365857866468
64.217908,111.794806,0,143.059492367595
-64.217908,111.794806,0,143.059492367595
61.135564,66.921144,0,109.818016280876
-61.135564,66.921144,0,109.818016280876
43.918052,121.215606,0,143.059492622552
-43.918052,121.215606,0,143.059492622552
59.510043,128.231716,0,154.365858291808
-59.510043,128.231716,0,154.365858291808
61.304308,52.392136,0,101.72096192035
-61.304308,52.392136,0,101.72096192035
48.562311,36.320387,0,86.7264006026452
-48.562311,36.320387,0,86.7264006026452
22.294908,126.984076,0,143.059492800381
-22.294908,126.984076,0,143.059492800381
0,128.926407,0,143.059492596366
36.438722,136.590767,0,154.365857917616
-36.438722,136.590767,0,154.365857917616
58.220299,82.092852,0,118.206766156355
-58.220299,82.092852,0,118.206766156355
36.581952,28.705589,0,77.5000003352724
-36.581952,28.705589,0,77.5000003352724
42.938141,79.826768,0,109.818016927377
-42.938141,79.826768,0,109.818016927377
12.26947,140.834222,0,154.365857560622
-12.26947,140.834222,0,154.365857560622
22.139648,87.896716,0,109.8180162685
-22.139648,87.896716,0,109.8180162685
29.586624,110.905638,0,130.458533104985
-29.586624,110.905638,0,130.458533104985
46.650532,65.779038,0,101.72096134076
-46.650532,65.779038,0,101.72096134076
36.405433,93.826883,0,118.206765988302
-36.405433,93.826883,0,118.206765988302
0,90.642136,0,109.81801682166
38.902959,46.519119,0,86.7264011215261
-38.902959,46.519119,0,86.7264011215261
12.385232,99.877152,0,118.206765725676
-12.385232,99.877152,0,118.206765725676
29.170803,75.181236,0,101.720961429553
-29.170803,75.181236,0,101.720961429553
26.395373,38.282297,0,77.4999998671312
-26.395373,38.282297,0,77.4999998671312
9.92399,80.029173,0,101.72096199203
-9.92399,80.029173,0,101.72096199203
27.15624,54.221834,0,86.7264011317267
-27.15624,54.221834,0,86.7264011317267
13.952434,59.015237,0,86.7264008978265
-13.952434,59.015237,0,86.7264008978265
0,60.642136,0,86.7264011627514
13.822503,44.398068,0,77.5000002020493
-13.822503,44.398068,0,77.5000002020493
0,46.5,0,77.5
